Gear: Cannondale SuperSix
ascent: 17 m
cadence: 78 rpm
calories: 57 kcal
distance: 3857.29 m
enhanced_altitude: 943.0 m
enhanced_speed: 8.147 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 120 bpm
left_pedal_smoothness: 23.5 percent
left_right_balance: 56
left_torque_effectiveness: 81.5 percent
position_lat: -303420961 semicircles
position_long: -587440544 semicircles
power: 229 watts
right_pedal_smoothness: 25.5 percent
right_torque_effectiveness: 85.0 percent
speed: 8.147 m/s
temperature: 17 C
timestamp: 2020-11-12 10:05:21

altitude: 943.2 m
ascent: 17 m
cadence: 78 rpm
calories: 57 kcal
distance: 3865.39 m
enhanced_altitude: 943.2 m
enhanced_speed: 8.102 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 120 bpm
left_pedal_smoothness: 24.5 percent
left_right_balance: 54
left_torque_effectiveness: 80.5 percent
position_lat: -303421568 semicircles
position_long: -587439849 semicircles
power: 227 watts
right_pedal_smoothness: 25.0 percent
right_torque_effectiveness: 79.5 percent
speed: 8.102 m/s
temperature: 17 C
timestamp: 2020-11-12 10:05:22

altitude: 943.2 m
ascent: 17 m
cadence: 78 rpm
calories: 57 kcal
distance: 3873.49 m
enhanced_altitude: 943.2 m
enhanced_speed: 8.166 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 120 bpm
left_pedal_smoothness: 25.5 percent
left_right_balance: 57
left_torque_effectiveness: 81.5 percent
position_lat: -303422163 semicircles
position_long: -587439151 semicircles
power: 251 watts
right_pedal_smoothness: 25.0 percent
right_torque_effectiveness: 77.0 percent
speed: 8.166 m/s
temperature: 17 C
timestamp: 2020-11-12 10:05:23

altitude: 943.2 m
ascent: 17 m
cadence: 78 rpm
calories: 58 kcal
distance: 3881.68 m
enhanced_altitude: 943.2 m
enhanced_speed: 8.19 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 121 bpm
left_pedal_smoothness: 24.5 percent
left_right_balance: 57
left_torque_effectiveness: 82.5 percent
position_lat: -303422767 semicircles
position_long: -587438447 semicircles
power: 236 watts
right_pedal_smoothness: 25.0 percent
right_torque_effectiveness: 79.0 percent
speed: 8.19 m/s
temperature: 17 C
timestamp: 2020-11-12 10:05:24

altitude: 943.4000000000001 m
ascent: 17 m
cadence: 78 rpm
calories: 58 kcal
distance: 3889.82 m
enhanced_altitude: 943.4000000000001 m
enhanced_speed: 8.16 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 120 bpm
left_pedal_smoothness: 23.0 percent
left_right_balance: 53
left_torque_effectiveness: 76.0 percent
position_lat: -303423369 semicircles
position_long: -587437763 semicircles
power: 177 watts
right_pedal_smoothness: 25.0 percent
right_torque_effectiveness: 79.0 percent
speed: 8.16 m/s
temperature: 17 C
timestamp: 2020-11-12 10:05:25

altitude: 943.4000000000001 m
ascent: 17 m
cadence: 78 rpm
calories: 58 kcal
distance: 3897.89 m
enhanced_altitude: 943.4000000000001 m
enhanced_speed: 8.158 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 120 bpm
left_pedal_smoothness: 21.0 percent
left_right_balance: 53
left_torque_effectiveness: 72.5 percent
position_lat: -303423968 semicircles
position_long: -587437063 semicircles
power: 149 watts
right_pedal_smoothness: 23.5 percent
right_torque_effectiveness: 76.0 percent
speed: 8.158 m/s
temperature: 17 C
timestamp: 2020-11-12 10:05:26

altitude: 943.2 m
ascent: 17 m
cadence: 77 rpm
calories: 58 kcal
distance: 3906.24 m
enhanced_altitude: 943.2 m
enhanced_speed: 8.239 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 120 bpm
left_pedal_smoothness: 19.5 percent
left_right_balance: 52
left_torque_effectiveness: 69.0 percent
position_lat: -303424596 semicircles
position_long: -587436356 semicircles
power: 128 watts
right_pedal_smoothness: 22.0 percent
right_torque_effectiveness: 73.5 percent
speed: 8.239 m/s
temperature: 17 C
timestamp: 2020-11-12 10:05:27

altitude: 943.2 m
ascent: 17 m
cadence: 74 rpm
calories: 58 kcal
distance: 3914.56 m
enhanced_altitude: 943.2 m
enhanced_speed: 8.235 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 120 bpm
left_pedal_smoothness: 18.5 percent
left_right_balance: 51
left_torque_effectiveness: 65.0 percent
position_lat: -303425215 semicircles
position_long: -587435643 semicircles
power: 115 watts
right_pedal_smoothness: 19.5 percent
right_torque_effectiveness: 66.5 percent
speed: 8.235 m/s
temperature: 17 C
timestamp: 2020-11-12 10:05:28

altitude: 943.2 m
ascent: 17 m
cadence: 60 rpm
calories: 58 kcal
distance: 3922.73 m
enhanced_altitude: 943.2 m
enhanced_speed: 8.043 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 120 bpm
left_pedal_smoothness: 17.5 percent
left_right_balance: 44
left_torque_effectiveness: 62.5 percent
position_lat: -303425833 semicircles
position_long: -587434937 semicircles
power: 97 watts
right_pedal_smoothness: 17.5 percent
right_torque_effectiveness: 58.0 percent
speed: 8.043 m/s
temperature: 17 C
timestamp: 2020-11-12 10:05:29

altitude: 943.2 m
ascent: 17 m
cadence: 46 rpm
calories: 58 kcal
distance: 3930.82 m
enhanced_altitude: 943.2 m
enhanced_speed: 8.117 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 120 bpm
left_pedal_smoothness: 12.5 percent
left_right_balance: 31
left_torque_effectiveness: 66.0 percent
position_lat: -303426431 semicircles
position_long: -587434233 semicircles
power: 79 watts
right_pedal_smoothness: 17.5 percent
right_torque_effectiveness: 58.5 percent
speed: 8.117 m/s
temperature: 17 C
timestamp: 2020-11-12 10:05:30

altitude: 943.2 m
ascent: 17 m
cadence: 32 rpm
calories: 58 kcal
distance: 3938.98 m
enhanced_altitude: 943.2 m
enhanced_speed: 8.235 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 120 bpm
left_pedal_smoothness: 7.5 percent
left_right_balance: 17
left_torque_effectiveness: 70.0 percent
position_lat: -303427005 semicircles
position_long: -587433514 semicircles
power: 61 watts
right_pedal_smoothness: 17.5 percent
right_torque_effectiveness: 59.0 percent
speed: 8.235 m/s
temperature: 17 C
timestamp: 2020-11-12 10:05:31

altitude: 943.0 m
ascent: 17 m
cadence: 25 rpm
calories: 58 kcal
distance: 3947.42 m
enhanced_altitude: 943.0 m
enhanced_speed: 8.384 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 119 bpm
left_pedal_smoothness: 2.5 percent
left_right_balance: 3
left_torque_effectiveness: 73.5 percent
position_lat: -303427588 semicircles
position_long: -587432757 semicircles
power: 71 watts
right_pedal_smoothness: 17.5 percent
right_torque_effectiveness: 59.5 percent
speed: 8.384 m/s
temperature: 17 C
timestamp: 2020-11-12 10:05:32

altitude: 942.8 m
ascent: 17 m
cadence: 35 rpm
calories: 59 kcal
distance: 3956.05 m
enhanced_altitude: 942.8 m
enhanced_speed: 8.664 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 119 bpm
left_pedal_smoothness: 9.5 percent
left_right_balance: 57
left_torque_effectiveness: 77.0 percent
position_lat: -303428202 semicircles
position_long: -587431972 semicircles
power: 116 watts
right_pedal_smoothness: 17.5 percent
right_torque_effectiveness: 59.5 percent
speed: 8.664 m/s
temperature: 17 C
timestamp: 2020-11-12 10:05:33

altitude: 942.8 m
ascent: 17 m
cadence: 71 rpm
calories: 59 kcal
distance: 3964.79 m
enhanced_altitude: 942.8 m
enhanced_speed: 8.71 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 119 bpm
left_pedal_smoothness: 23.0 percent
left_right_balance: 87
left_torque_effectiveness: 77.5 percent
position_lat: -303428812 semicircles
position_long: -587431177 semicircles
power: 175 watts
right_pedal_smoothness: 17.5 percent
right_torque_effectiveness: 59.5 percent
speed: 8.71 m/s
temperature: 17 C
timestamp: 2020-11-12 10:05:34

altitude: 942.5999999999999 m
ascent: 17 m
cadence: 82 rpm
calories: 59 kcal
distance: 3973.61 m
enhanced_altitude: 942.5999999999999 m
enhanced_speed: 8.865 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 119 bpm
left_pedal_smoothness: 21.0 percent
left_right_balance: 70
left_torque_effectiveness: 67.0 percent
position_lat: -303429378 semicircles
position_long: -587430336 semicircles
power: 195 watts
right_pedal_smoothness: 17.5 percent
right_torque_effectiveness: 59.5 percent
speed: 8.865 m/s
temperature: 17 C
timestamp: 2020-11-12 10:05:35

altitude: 942.4000000000001 m
ascent: 17 m
cadence: 85 rpm
calories: 59 kcal
distance: 3982.49 m
enhanced_altitude: 942.4000000000001 m
enhanced_speed: 9.159 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 119 bpm
left_pedal_smoothness: 24.0 percent
left_right_balance: 54
left_torque_effectiveness: 79.0 percent
position_lat: -303429940 semicircles
position_long: -587429483 semicircles
power: 301 watts
right_pedal_smoothness: 20.0 percent
right_torque_effectiveness: 69.0 percent
speed: 9.159 m/s
temperature: 17 C
timestamp: 2020-11-12 10:05:36

altitude: 942.2 m
ascent: 17 m
cadence: 87 rpm
calories: 59 kcal
distance: 3991.78 m
enhanced_altitude: 942.2 m
enhanced_speed: 9.362 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 119 bpm
left_pedal_smoothness: 24.0 percent
left_right_balance: 51
left_torque_effectiveness: 82.0 percent
position_lat: -303430573 semicircles
position_long: -587428636 semicircles
power: 226 watts
right_pedal_smoothness: 22.0 percent
right_torque_effectiveness: 75.5 percent
speed: 9.362 m/s
temperature: 17 C
timestamp: 2020-11-12 10:05:37

altitude: 942.0 m
ascent: 17 m
cadence: 88 rpm
calories: 59 kcal
distance: 4001.34 m
enhanced_altitude: 942.0 m
enhanced_speed: 9.353 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 119 bpm
left_pedal_smoothness: 21.5 percent
left_right_balance: 52
left_torque_effectiveness: 76.5 percent
position_lat: -303431283 semicircles
position_long: -587427825 semicircles
power: 190 watts
right_pedal_smoothness: 23.5 percent
right_torque_effectiveness: 77.5 percent
speed: 9.353 m/s
temperature: 17 C
timestamp: 2020-11-12 10:05:38

altitude: 941.8 m
ascent: 17 m
cadence: 88 rpm
calories: 60 kcal
distance: 4010.69 m
enhanced_altitude: 941.8 m
enhanced_speed: 9.264 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 119 bpm
left_pedal_smoothness: 20.5 percent
left_right_balance: 53
left_torque_effectiveness: 72.0 percent
position_lat: -303432020 semicircles
position_long: -587427080 semicircles
power: 175 watts
right_pedal_smoothness: 21.5 percent
right_torque_effectiveness: 73.0 percent
speed: 9.264 m/s
temperature: 17 C
timestamp: 2020-11-12 10:05:39

altitude: 941.5999999999999 m
ascent: 17 m
cadence: 88 rpm
calories: 60 kcal
distance: 4019.96 m
enhanced_altitude: 941.5999999999999 m
enhanced_speed: 9.241 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 120 bpm
left_pedal_smoothness: 20.0 percent
left_right_balance: 51
left_torque_effectiveness: 71.0 percent
position_lat: -303432778 semicircles
position_long: -587426357 semicircles
power: 175 watts
right_pedal_smoothness: 20.5 percent
right_torque_effectiveness: 69.5 percent
speed: 9.241 m/s
temperature: 17 C
timestamp: 2020-11-12 10:05:40

altitude: 941.5999999999999 m
ascent: 17 m
cadence: 87 rpm
calories: 60 kcal
distance: 4029.25 m
enhanced_altitude: 941.5999999999999 m
enhanced_speed: 9.129 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 120 bpm
left_pedal_smoothness: 20.5 percent
left_right_balance: 51
left_torque_effectiveness: 71.0 percent
position_lat: -303433557 semicircles
position_long: -587425674 semicircles
power: 166 watts
right_pedal_smoothness: 20.5 percent
right_torque_effectiveness: 69.0 percent
speed: 9.129 m/s
temperature: 17 C
timestamp: 2020-11-12 10:05:41

altitude: 941.5999999999999 m
ascent: 17 m
cadence: 86 rpm
calories: 60 kcal
distance: 4038.32 m
enhanced_altitude: 941.5999999999999 m
enhanced_speed: 8.865 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 120 bpm
left_pedal_smoothness: 20.0 percent
left_right_balance: 52
left_torque_effectiveness: 70.0 percent
position_lat: -303434320 semicircles
position_long: -587425010 semicircles
power: 152 watts
right_pedal_smoothness: 20.0 percent
right_torque_effectiveness: 69.5 percent
speed: 8.865 m/s
temperature: 17 C
timestamp: 2020-11-12 10:05:42

altitude: 941.5999999999999 m
ascent: 17 m
cadence: 85 rpm
calories: 60 kcal
distance: 4047.17 m
enhanced_altitude: 941.5999999999999 m
enhanced_speed: 8.738 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 121 bpm
left_pedal_smoothness: 20.0 percent
left_right_balance: 52
left_torque_effectiveness: 68.5 percent
position_lat: -303435070 semicircles
position_long: -587424353 semicircles
power: 147 watts
right_pedal_smoothness: 19.5 percent
right_torque_effectiveness: 68.0 percent
speed: 8.738 m/s
temperature: 17 C
timestamp: 2020-11-12 10:05:43

altitude: 941.5999999999999 m
ascent: 17 m
cadence: 85 rpm
calories: 60 kcal
distance: 4055.99 m
enhanced_altitude: 941.5999999999999 m
enhanced_speed: 8.752 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 121 bpm
left_pedal_smoothness: 21.0 percent
left_right_balance: 51
left_torque_effectiveness: 70.0 percent
position_lat: -303435822 semicircles
position_long: -587423715 semicircles
power: 151 watts
right_pedal_smoothness: 19.5 percent
right_torque_effectiveness: 65.0 percent
speed: 8.752 m/s
temperature: 17 C
timestamp: 2020-11-12 10:05:44

altitude: 941.5999999999999 m
ascent: 17 m
cadence: 83 rpm
calories: 60 kcal
distance: 4064.71 m
enhanced_altitude: 941.5999999999999 m
enhanced_speed: 8.749 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 121 bpm
left_pedal_smoothness: 18.0 percent
left_right_balance: 48
left_torque_effectiveness: 61.5 percent
position_lat: -303436572 semicircles
position_long: -587423103 semicircles
power: 122 watts
right_pedal_smoothness: 18.5 percent
right_torque_effectiveness: 65.0 percent
speed: 8.749 m/s
temperature: 17 C
timestamp: 2020-11-12 10:05:45

altitude: 941.5999999999999 m
ascent: 17 m
cadence: 82 rpm
calories: 60 kcal
distance: 4073.37 m
enhanced_altitude: 941.5999999999999 m
enhanced_speed: 8.583 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 121 bpm
left_pedal_smoothness: 18.5 percent
left_right_balance: 53
left_torque_effectiveness: 63.0 percent
position_lat: -303437336 semicircles
position_long: -587422511 semicircles
power: 130 watts
right_pedal_smoothness: 18.5 percent
right_torque_effectiveness: 64.5 percent
speed: 8.583 m/s
temperature: 17 C
timestamp: 2020-11-12 10:05:46

altitude: 941.8 m
ascent: 17 m
cadence: 81 rpm
calories: 60 kcal
distance: 4081.87 m
enhanced_altitude: 941.8 m
enhanced_speed: 8.436 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 121 bpm
left_pedal_smoothness: 19.5 percent
left_right_balance: 52
left_torque_effectiveness: 68.0 percent
position_lat: -303438097 semicircles
position_long: -587421945 semicircles
power: 150 watts
right_pedal_smoothness: 19.5 percent
right_torque_effectiveness: 67.0 percent
speed: 8.436 m/s
temperature: 17 C
timestamp: 2020-11-12 10:05:47

altitude: 942.0 m
ascent: 17 m
cadence: 79 rpm
calories: 61 kcal
distance: 4090.14 m
enhanced_altitude: 942.0 m
enhanced_speed: 8.21 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 121 bpm
left_pedal_smoothness: 20.5 percent
left_right_balance: 49
left_torque_effectiveness: 71.0 percent
position_lat: -303438847 semicircles
position_long: -587421399 semicircles
power: 159 watts
right_pedal_smoothness: 20.5 percent
right_torque_effectiveness: 72.0 percent
speed: 8.21 m/s
temperature: 17 C
timestamp: 2020-11-12 10:05:48

altitude: 942.2 m
ascent: 17 m
cadence: 78 rpm
calories: 61 kcal
distance: 4098.04 m
enhanced_altitude: 942.2 m
enhanced_speed: 7.958 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 121 bpm
left_pedal_smoothness: 20.5 percent
left_right_balance: 48
left_torque_effectiveness: 70.5 percent
position_lat: -303439555 semicircles
position_long: -587420882 semicircles
power: 165 watts
right_pedal_smoothness: 21.5 percent
right_torque_effectiveness: 76.0 percent
speed: 7.958 m/s
temperature: 17 C
timestamp: 2020-11-12 10:05:49

altitude: 942.4000000000001 m
ascent: 17 m
cadence: 76 rpm
calories: 61 kcal
distance: 4105.9 m
enhanced_altitude: 942.4000000000001 m
enhanced_speed: 7.904 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 121 bpm
left_pedal_smoothness: 22.0 percent
left_right_balance: 50
left_torque_effectiveness: 73.5 percent
position_lat: -303440260 semicircles
position_long: -587420382 semicircles
power: 186 watts
right_pedal_smoothness: 23.5 percent
right_torque_effectiveness: 79.5 percent
speed: 7.904 m/s
temperature: 17 C
timestamp: 2020-11-12 10:05:50

altitude: 942.4000000000001 m
ascent: 17 m
cadence: 76 rpm
calories: 61 kcal
distance: 4113.86 m
enhanced_altitude: 942.4000000000001 m
enhanced_speed: 7.999 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 121 bpm
left_pedal_smoothness: 23.5 percent
left_right_balance: 50
left_torque_effectiveness: 76.5 percent
position_lat: -303440990 semicircles
position_long: -587419889 semicircles
power: 181 watts
right_pedal_smoothness: 25.0 percent
right_torque_effectiveness: 83.0 percent
speed: 7.999 m/s
temperature: 17 C
timestamp: 2020-11-12 10:05:51

altitude: 942.5999999999999 m
ascent: 17 m
cadence: 76 rpm
calories: 61 kcal
distance: 4121.9 m
enhanced_altitude: 942.5999999999999 m
enhanced_speed: 8.098 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 121 bpm
left_pedal_smoothness: 23.0 percent
left_right_balance: 49
left_torque_effectiveness: 75.0 percent
position_lat: -303441729 semicircles
position_long: -587419396 semicircles
power: 157 watts
right_pedal_smoothness: 25.0 percent
right_torque_effectiveness: 83.0 percent
speed: 8.098 m/s
temperature: 17 C
timestamp: 2020-11-12 10:05:52

altitude: 942.5999999999999 m
ascent: 17 m
cadence: 77 rpm
calories: 61 kcal
distance: 4130.27 m
enhanced_altitude: 942.5999999999999 m
enhanced_speed: 8.213 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 121 bpm
left_pedal_smoothness: 21.0 percent
left_right_balance: 50
left_torque_effectiveness: 69.0 percent
position_lat: -303442510 semicircles
position_long: -587418891 semicircles
power: 134 watts
right_pedal_smoothness: 22.5 percent
right_torque_effectiveness: 77.5 percent
speed: 8.213 m/s
temperature: 17 C
timestamp: 2020-11-12 10:05:53

altitude: 942.4000000000001 m
ascent: 17 m
cadence: 79 rpm
calories: 61 kcal
distance: 4138.75 m
enhanced_altitude: 942.4000000000001 m
enhanced_speed: 8.379 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 121 bpm
left_pedal_smoothness: 19.0 percent
left_right_balance: 53
left_torque_effectiveness: 62.5 percent
position_lat: -303443305 semicircles
position_long: -587418391 semicircles
power: 124 watts
right_pedal_smoothness: 21.0 percent
right_torque_effectiveness: 68.5 percent
speed: 8.379 m/s
temperature: 17 C
timestamp: 2020-11-12 10:05:54

altitude: 942.2 m
ascent: 17 m
cadence: 81 rpm
calories: 62 kcal
distance: 4147.47 m
enhanced_altitude: 942.2 m
enhanced_speed: 8.586 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 122 bpm
left_pedal_smoothness: 18.5 percent
left_right_balance: 54
left_torque_effectiveness: 63.5 percent
position_lat: -303444111 semicircles
position_long: -587417861 semicircles
power: 117 watts
right_pedal_smoothness: 20.0 percent
right_torque_effectiveness: 65.0 percent
speed: 8.586 m/s
temperature: 17 C
timestamp: 2020-11-12 10:05:55

altitude: 942.0 m
ascent: 17 m
cadence: 83 rpm
calories: 62 kcal
distance: 4156.49 m
enhanced_altitude: 942.0 m
enhanced_speed: 8.855 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 121 bpm
left_pedal_smoothness: 17.5 percent
left_right_balance: 54
left_torque_effectiveness: 59.5 percent
position_lat: -303444950 semicircles
position_long: -587417303 semicircles
power: 106 watts
right_pedal_smoothness: 18.5 percent
right_torque_effectiveness: 61.5 percent
speed: 8.855 m/s
temperature: 17 C
timestamp: 2020-11-12 10:05:56

altitude: 941.8 m
ascent: 17 m
cadence: 85 rpm
calories: 62 kcal
distance: 4165.57 m
enhanced_altitude: 941.8 m
enhanced_speed: 9.059 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 121 bpm
left_pedal_smoothness: 17.0 percent
left_right_balance: 54
left_torque_effectiveness: 57.0 percent
position_lat: -303445784 semicircles
position_long: -587416754 semicircles
power: 100 watts
right_pedal_smoothness: 17.5 percent
right_torque_effectiveness: 59.0 percent
speed: 9.059 m/s
temperature: 17 C
timestamp: 2020-11-12 10:05:57

altitude: 941.4000000000001 m
ascent: 17 m
cadence: 86 rpm
calories: 62 kcal
distance: 4174.86 m
enhanced_altitude: 941.4000000000001 m
enhanced_speed: 9.218 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 121 bpm
left_pedal_smoothness: 17.0 percent
left_right_balance: 54
left_torque_effectiveness: 56.5 percent
position_lat: -303446632 semicircles
position_long: -587416180 semicircles
power: 98 watts
right_pedal_smoothness: 17.0 percent
right_torque_effectiveness: 57.0 percent
speed: 9.218 m/s
temperature: 17 C
timestamp: 2020-11-12 10:05:58

altitude: 941.2 m
ascent: 17 m
cadence: 88 rpm
calories: 62 kcal
distance: 4184.32 m
enhanced_altitude: 941.2 m
enhanced_speed: 9.443 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 121 bpm
left_pedal_smoothness: 17.0 percent
left_right_balance: 54
left_torque_effectiveness: 56.5 percent
position_lat: -303447494 semicircles
position_long: -587415590 semicircles
power: 99 watts
right_pedal_smoothness: 16.0 percent
right_torque_effectiveness: 55.0 percent
speed: 9.443 m/s
temperature: 17 C
timestamp: 2020-11-12 10:05:59

altitude: 940.8 m
ascent: 17 m
cadence: 89 rpm
calories: 62 kcal
distance: 4193.99 m
enhanced_altitude: 940.8 m
enhanced_speed: 9.666 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 121 bpm
left_pedal_smoothness: 17.5 percent
left_right_balance: 54
left_torque_effectiveness: 57.0 percent
position_lat: -303448383 semicircles
position_long: -587414974 semicircles
power: 98 watts
right_pedal_smoothness: 15.5 percent
right_torque_effectiveness: 54.0 percent
speed: 9.666 m/s
temperature: 17 C
timestamp: 2020-11-12 10:06:00

altitude: 940.4000000000001 m
ascent: 17 m
cadence: 91 rpm
calories: 62 kcal
distance: 4203.95 m
enhanced_altitude: 940.4000000000001 m
enhanced_speed: 9.883 m/s
gps_accuracy: 2 m
grade: 0.0 %
heart_rate: 120 bpm
left_pedal_smoothness: 18.0 percent
left_right_balance: 56
left_torque_effectiveness: 57.5 percent
position_lat: -303449308 semicircles
position_long: -587414360 semicircles
power: 97 watts
right_pedal_smoothness: 15.0 percent
right_torque_effectiveness: 53.0 percent
speed: 9.883 m/s
temperature: 17 C
timestamp: 2020-11-12 10:06:01

altitude: 940.0 m
ascent: 17 m
cadence: 90 rpm
calories: 62 kcal
distance: 4213.92 m
enhanced_altitude: 940.0 m
enhanced_speed: 10.004 m/s
gps_accuracy: 2 m
grade: -0.23 %
heart_rate: 120 bpm
left_pedal_smoothness: 17.5 percent
left_right_balance: 58
left_torque_effectiveness: 57.5 percent
position_lat: -303450227 semicircles
position_long: -587413770 semicircles
power: 93 watts
right_pedal_smoothness: 15.0 percent
right_torque_effectiveness: 52.0 percent
speed: 10.004 m/s
temperature: 17 C
timestamp: 2020-11-12 10:06:02

altitude: 939.5999999999999 m
ascent: 17 m
cadence: 83 rpm
calories: 62 kcal
distance: 4224.05 m
enhanced_altitude: 939.5999999999999 m
enhanced_speed: 10.117 m/s
gps_accuracy: 2 m
grade: -3.13 %
heart_rate: 120 bpm
left_pedal_smoothness: 16.5 percent
left_right_balance: 56
left_torque_effectiveness: 56.0 percent
position_lat: -303451148 semicircles
position_long: -587413129 semicircles
power: 83 watts
right_pedal_smoothness: 15.5 percent
right_torque_effectiveness: 51.5 percent
speed: 10.117 m/s
temperature: 17 C
timestamp: 2020-11-12 10:06:03

altitude: 939.0 m
ascent: 17 m
cadence: 84 rpm
calories: 62 kcal
distance: 4234.32 m
enhanced_altitude: 939.0 m
enhanced_speed: 10.209 m/s
gps_accuracy: 2 m
grade: -3.15 %
heart_rate: 120 bpm
left_pedal_smoothness: 16.5 percent
left_right_balance: 54
left_torque_effectiveness: 53.5 percent
position_lat: -303452080 semicircles
position_long: -587412472 semicircles
power: 92 watts
right_pedal_smoothness: 15.5 percent
right_torque_effectiveness: 51.5 percent
speed: 10.209 m/s
temperature: 17 C
timestamp: 2020-11-12 10:06:04

altitude: 938.5999999999999 m
ascent: 17 m
cadence: 85 rpm
calories: 62 kcal
distance: 4244.62 m
enhanced_altitude: 938.5999999999999 m
enhanced_speed: 10.236 m/s
gps_accuracy: 2 m
grade: -3.18 %
heart_rate: 120 bpm
left_pedal_smoothness: 16.0 percent
left_right_balance: 56
left_torque_effectiveness: 52.5 percent
position_lat: -303453013 semicircles
position_long: -587411810 semicircles
power: 88 watts
right_pedal_smoothness: 16.5 percent
right_torque_effectiveness: 53.5 percent
speed: 10.236 m/s
temperature: 17 C
timestamp: 2020-11-12 10:06:05

altitude: 938.2 m
ascent: 17 m
cadence: 86 rpm
calories: 62 kcal
distance: 4254.6 m
enhanced_altitude: 938.2 m
enhanced_speed: 10.255 m/s
gps_accuracy: 2 m
grade: -3.25 %
heart_rate: 120 bpm
left_pedal_smoothness: 16.5 percent
left_right_balance: 54
left_torque_effectiveness: 53.5 percent
position_lat: -303453926 semicircles
position_long: -587411173 semicircles
power: 91 watts
right_pedal_smoothness: 16.5 percent
right_torque_effectiveness: 53.5 percent
speed: 10.255 m/s
temperature: 17 C
timestamp: 2020-11-12 10:06:06

altitude: 938.0 m
ascent: 17 m
cadence: 86 rpm
calories: 62 kcal
distance: 4264.93 m
enhanced_altitude: 938.0 m
enhanced_speed: 10.31 m/s
gps_accuracy: 2 m
grade: -3.27 %
heart_rate: 119 bpm
left_pedal_smoothness: 17.0 percent
left_right_balance: 55
left_torque_effectiveness: 55.0 percent
position_lat: -303454871 semicircles
position_long: -587410536 semicircles
power: 96 watts
right_pedal_smoothness: 16.0 percent
right_torque_effectiveness: 52.5 percent
speed: 10.31 m/s
temperature: 17 C
timestamp: 2020-11-12 10:06:07

altitude: 937.8 m
ascent: 17 m
cadence: 86 rpm
calories: 63 kcal
distance: 4275.69 m
enhanced_altitude: 937.8 m
enhanced_speed: 10.405 m/s
gps_accuracy: 2 m
grade: -3.23 %
heart_rate: 119 bpm
left_pedal_smoothness: 17.0 percent
left_right_balance: 55
left_torque_effectiveness: 55.5 percent
position_lat: -303455851 semicircles
position_long: -587409875 semicircles
power: 104 watts
right_pedal_smoothness: 16.0 percent
right_torque_effectiveness: 52.5 percent
speed: 10.405 m/s
temperature: 17 C
timestamp: 2020-11-12 10:06:08

altitude: 937.5999999999999 m
ascent: 17 m
cadence: 87 rpm
calories: 63 kcal
distance: 4286.03 m
enhanced_altitude: 937.5999999999999 m
enhanced_speed: 10.445 m/s
gps_accuracy: 2 m
grade: -3.12 %
heart_rate: 118 bpm
left_pedal_smoothness: 16.0 percent
